 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa
XW6000        18.602    61.382  180.0  AA   (T)  'SHORT10LP1', 'SHORT10LP1'
XW6143        23.584    63.609    0.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW6210        20.672    50.226  315.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW7740        88.241     1.056   45.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW77A0        85.064     3.288    0.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW77C0        74.387     2.268   90.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW7921        71.077    -3.824   90.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW7928        72.115    -3.882   90.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8100       101.715   -12.632    0.0  AA   (B)  'SHORT-4', 'SHORT-4'
XW8110        95.889    -6.549   90.0  AA   (B)  'SHORT-4', 'SHORT-4'
XW8120        96.809   -21.848   90.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8130       132.337   -15.977  270.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8160        77.639    -6.132  270.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8170       101.103   -12.036  180.0  AA   (B)  'SHORT-4', 'SHORT-4'
XW8321       133.515   -10.812    0.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8322       132.735   -10.812  180.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8323       133.520   -11.729    0.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8324       132.735   -11.682  180.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8325       132.388   -10.311  180.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8326       133.775   -11.024   90.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8328       133.392   -12.443    0.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8480       108.638    -2.751  180.0  AA   (B)  'SHORT-4', 'SHORT-4'
XW8490       105.255    -6.324   90.0  AA   (T)  'SHORT10LP1_8', 'SHORT10LP1_8'
XW84B0       104.238   -10.443   45.0  AA   (T)  'SHORT-4', 'SHORT-4'
XW8500       163.065     0.408  270.0  AA   (T)  'SHORT10LP1_4', 'SHORT10LP1_4'
XW8501       160.160     2.132    0.0  AA   (T)  'SHORT10LP1_4', 'SHORT10LP1_4'
XW8900       191.530    -4.380   90.0  AA   (T)  'SHORT10LP1_9', 'SHORT10LP1_9'
XW9150       127.358   -19.304  180.0  AA   (T)  'SHORT-4', 'SHORT-4'
XWC7750       81.283    -5.049  270.0  AA   (T)  'SHORT-4', 'SHORT-4'
Y0600         95.415   -21.678   90.0  AA   (T)  'CRY-1P6X1P2-4SM-HP35', 'CRY-1P6X1P2-4SM-HP35'
Y8300        132.605   -13.972   90.0  AA   (T)  'CRY-2012-HP6', 'CRY-2012-HP6'
FID9300      211.177   -22.878    0.0  AA   (B)  'FID-0P5SM1P0SQ-NSP', 'FID-0P5SM1P0SQ-NSP'
FID9301      183.903   -22.858    0.0  AA   (T)  'FID-0P5SM1P0SQ-NSP', 'FID-0P5SM1P0SQ-NSP'
FID9302        2.161     0.656    0.0  AA   (T)  'FID-0P5SM1P0SQ-NSP', 'FID-0P5SM1P0SQ-NSP'
FID9303      203.641     5.076    0.0  AA   (T)  'FID-0P5SM1P0SQ-NSP', 'FID-0P5SM1P0SQ-NSP'
FID9304        1.421    -1.945    0.0  AA   (B)  'FID-0P5SM1P0SQ-NSP', 'FID-0P5SM1P0SQ-NSP'
FID9305        0.731   -22.254    0.0  AA   (B)  'FID-0P5SM1P0SQ-NSP', 'FID-0P5SM1P0SQ-NSP'
NO_REFDES+1     0.000     0.000    0.0  AA   (T)  'NO_BODY+1', 'NO_BODY+1'
NO_REFDES+2   203.435     3.472    0.0  AA   (T)  'NO_BODY+1', 'NO_BODY+1'
NO_REFDES+3    16.821    62.427    0.0  AA   (T)  'NO_BODY+2', 'NO_BODY+2'
NO_REFDES+4    20.179    33.624    0.0  AA   (T)  'NO_BODY+2', 'NO_BODY+2'
PP200_S      112.000   -12.560    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP200_W       47.943   -20.053    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP201_S      111.200   -12.560    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP201_W       46.103   -20.053    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP202_S      110.800   -12.560    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP202_W       46.563   -20.513    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP203_S      114.200   -20.400    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP203_W       46.103   -19.593    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP204_S      118.009   -22.583    0.0  AA   (T)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP204_W       46.563   -20.053    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP205_W       49.710   -15.760    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP206_S      116.000   -21.300    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP206_W       49.710   -16.240    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP207_S      121.145   -20.151    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP207_W       48.403   -17.293    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP208_S      107.799   -18.580    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP208_W       48.863   -17.293    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP209_S      118.505   -22.852    0.0  AA   (T)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP209_W       48.750   -15.760    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP211_W       46.830   -16.450    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP212_W       46.100   -18.210    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP213_W       47.940   -19.590    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP214_W       48.270   -15.760    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP215_W       47.790   -16.240    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP216_W       48.270   -16.240    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP217_W       49.230   -16.240    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP218_W       46.830   -15.760    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP219_W       47.310   -16.240    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP220_W       47.790   -15.760    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP221_W       46.340   -16.280    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP222_W       47.940   -20.510    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP228_W       49.058   -20.285    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP229_W       49.320   -20.520    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP239_W       49.230   -15.760    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP240_W       50.120   -16.170    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP2701        10.748    52.821    0.0  AA   (T)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP281_W       47.943   -17.293    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP293_W      110.051   -19.706    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP299_W      106.885   -19.566    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP8000       156.916   -10.432    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP8001       157.533   -10.429    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9108        48.403   -17.753    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP9109        48.863   -17.753    0.0  AA   (B)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP9503       100.385   -12.460    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9504       115.080   -11.942    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9505       103.627   -11.665    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9506       101.304    -9.514    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9507       101.860   -10.311    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP950E        99.730   -10.447    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP950K       105.127   -10.394    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9510       144.813   -23.401    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9511       143.739   -21.622    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9521        60.020     0.500    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9522        55.428     1.143    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9523        54.750     1.560    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9524        89.100    -4.800    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9525       138.804   -13.102    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9526       151.750     0.550    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9527       151.550     0.000    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9528       147.738    -2.588    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP952A       109.480   -19.305    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP952B       105.864   -17.837    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP952C       106.589   -18.287    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP952D       117.740   -11.663    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP952E       104.725   -17.613    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP952F       143.504    -8.240    0.0  AA   (T)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP952G       143.504    -8.710    0.0  AA   (T)  'PP-P2MM-NSM', 'PP-P2MM-NSM'
PP952H        20.737    14.694    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9529       103.666   -18.323    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP953B       160.874    -8.870    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP953C       157.821    -9.528    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9539       130.749    -2.303    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP9544        60.158    -7.952    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9545        88.850    -7.800    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9546        59.792   -22.481    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9547        84.157    -6.589    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9549        85.382    -6.392    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9550        75.077   -17.089    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9551        75.119   -16.583    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9552        72.474   -16.612    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9553        72.484   -16.286    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9554        75.738   -16.362    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9555        75.771   -15.911    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9556        87.394    -6.152    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9560         5.600    -5.750    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9562        73.720   -16.041    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9563        73.902   -16.346    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9564        71.222   -14.398    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9565        71.213   -14.753    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9580       177.541   -12.150    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9581       195.860   -17.510    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9582       143.927   -17.423    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9583       143.418   -17.406    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9584       118.974    -8.154    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9585       193.772   -17.253    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9586       189.767    -6.289    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9587       194.184   -18.758    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9588       195.255   -17.285    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958A       194.901   -17.954    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958B       195.560   -18.187    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958C       195.125   -15.550    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958D       192.332    -7.232    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958E       193.579    -8.584    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958H       190.218    -8.500    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958I       190.091   -10.222    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958J       191.157    -8.764    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958K       193.050    -9.987    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958L       192.420   -15.750    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958M       198.426   -17.056    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958N       191.780   -14.047    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958P       179.205   -12.516    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958Q       200.490    -8.550    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958R       198.776   -11.439    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958S       194.940   -20.164    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958T       190.884    -6.289    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958U       192.293   -18.723    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958V       199.450    -8.350    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958W       192.829   -18.797    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958X       190.987   -18.719    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958Y       191.390   -20.071    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP958Z       190.987   -15.753    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9589       195.015   -18.569    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9590        61.755    -7.705    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9591        71.006    -6.244    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9592        91.900    -9.550    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9593       191.360   -15.290    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9594       191.930   -16.200    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP9595       195.560   -10.150    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP9596       190.300   -10.910    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95BL       109.286   -11.948    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95D6        78.098   -18.460    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95DD       108.830   -20.158    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95DE        74.342   -15.278    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95DF        80.915   -13.485    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95DG        60.331   -13.155    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95DH        64.635    -9.778    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95DI        89.000    -6.850    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95DJ        90.817    -6.550    0.0  AA   (B)  'PP-P3MM-SM', 'PP-P3MM-SM'
PP95E0        92.312   -22.142  270.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95E1        92.708   -22.103  270.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95E2        50.858   -19.183    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95E3        51.338   -19.183    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95E4        50.860   -17.279    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95E5        51.341   -17.279    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F0        79.650   -14.200    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F1        79.950   -14.350    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F2        80.750   -14.393    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F3        81.661   -14.500    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F4        62.291    -6.958    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F5        77.317   -12.467    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F6        77.800   -12.983    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F7        87.724   -15.300    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F8        88.224   -15.300    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95F9        96.325    -3.275    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95FA        89.546   -15.750    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95FB        90.046   -15.750    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95FC        97.100    -3.200    0.0  AA   (B)  'PP-P2MM-SM', 'PP-P2MM-SM'
PP95G0        71.115    -4.848    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G1       125.304   -11.953    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G2        91.854   -13.162    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G3        90.460   -12.310    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G4        89.351    -2.305    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G5        90.350    -1.750    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G7       109.253   -20.730    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
PP95G8       146.710   -21.090    0.0  AA   (B)  'PP-P4MM-SM', 'PP-P4MM-SM'
RFFE_CLK_W    29.560   -13.200    0.0  AA   (B)  'TP-P55-TOP', 'TP-P55-TOP'
RFFE_DATA_W    29.910   -14.250    0.0  AA   (B)  'TP-P55-TOP', 'TP-P55-TOP'
RFFE_VIO_W    28.520   -12.420    0.0  AA   (B)  'TP-P55-TOP', 'TP-P55-TOP'
SL9300        52.023   -14.187    0.0  AA   (T)  'SL-1P1XP4-1P4XP7-NSP', 'SL-1P1XP4-1P4XP7-NSP'
SL9301        22.604   -20.033  180.0  AA   (T)  'SL-1P1XP4-1P4XP7-NSP', 'SL-1P1XP4-1P4XP7-NSP'
SL9302         8.965     0.333   90.0  AA   (T)  'SL-1P1XP4-1P4XP7-NSP', 'SL-1P1XP4-1P4XP7-NSP'
SL9304       168.585   -19.765  270.0  AA   (T)  'SL-1P1XP4-1P4XP7-NSP', 'SL-1P1XP4-1P4XP7-NSP'
SL9305       199.610    -4.230  180.0  AA   (T)  'SL-1P1XP4-1P4XP7-NSP', 'SL-1P1XP4-1P4XP7-NSP'
SL9310       213.960   -20.740  270.0  AA   (T)  'SL-1P1XP4-1P4XP7-NSP', 'SL-1P1XP4-1P4XP7-NSP'
SL9311        24.387     7.918   90.0  AA   (T)  'SL-P9XP35-1P2XP65-NSP', 'SL-P9XP35-1P2XP65-NSP'
STD9312        0.000   -22.492   90.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9313        0.000     3.512  270.0  AA   (T)  'STDOFF-3P8X2P5R-P85H-1P65-TH', 'STDOFF-3P8X2P5R-P85H-1P65-TH'
STD9314       33.665   -26.148  180.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9315       33.665     3.512    0.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9316       67.990   -22.488    0.0  AA   (T)  'STDOFF-3P8X2P5R-P95H-1P65-TH', 'STDOFF-3P8X2P5R-P95H-1P65-TH'
STD9317       67.990     3.512    0.0  AA   (T)  'STDOFF-3P8X2P5R-P95H-1P65-TH', 'STDOFF-3P8X2P5R-P95H-1P65-TH'
STD9318      173.915   -22.488    0.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9319      173.915     3.512  180.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9320      209.315    -1.168   90.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9322       10.793   -22.492    0.0  AA   (T)  'STDOFF-3P8X2P5R-P95H-1P65-TH', 'STDOFF-3P8X2P5R-P95H-1P65-TH'
STD9323       10.793     3.512  180.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
STD9324      135.536   -22.488    0.0  AA   (T)  'STDOFF-3P8X2P5R-P95H-1P65-TH', 'STDOFF-3P8X2P5R-P95H-1P65-TH'
STD9325      135.536     3.512    0.0  AA   (T)  'STDOFF-3P8X2P5R-P95H-1P65-TH', 'STDOFF-3P8X2P5R-P95H-1P65-TH'
STD9330       22.284    41.602    0.0  AA   (T)  'STDOFF-3P3X1P8R0P95H-SM', 'STDOFF-3P3X1P8R0P95H-SM'
TP3200       213.390   -23.122    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3201       213.396   -22.004    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3202       212.250   -22.465    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3203       212.632   -20.969    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3204       204.665   -22.628    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3205       202.935   -23.338    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3206       205.625   -20.898    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3207       206.344   -21.611    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3300       211.221     3.376    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3301       211.221     4.376    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3302       212.366     2.130    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3303       213.431     2.108    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3304       206.107     0.929    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3305       207.080     1.208    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3306       204.855     4.833    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3307       205.217     2.164    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3400        15.650   -20.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3401        14.650   -20.450    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3402        13.550   -20.500    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3403        12.800   -19.800    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3404         8.795   -18.174    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3405        16.658   -20.626    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3406        17.658   -20.603    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3407        18.669   -20.611    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3500        26.693     1.604    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3501        27.726     1.581    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3502        25.673     1.596    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3503        24.670     1.572    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3504        22.173     0.970    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3505        40.510     1.646    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3506        41.550     1.650    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP3507        23.246     0.905    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP6101        21.200    63.950    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9301       118.003   -17.262    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9302       121.389    -7.697    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9303        97.623   -19.979    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9304        79.364    -6.405    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9305        73.567    -4.679    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9306       181.620   -10.396    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9307        77.350    -3.700    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9308        74.484     1.613    0.0  AA   (B)  'TP-P5', 'TP-P5'
